player,player_norm,team,goals_total,xg_total,shots_total,shots_on_target_pct,league_difficulty,minutes,goals_per90,xg_per90,npxg_per90,shots_per90
Y. En-Nesyri,y ennesyri,Morocco,20.000000000000004,0.0,94.00000000000001,0.0,0.72,2002.0,0.8991008991008993,0.0,0.0,4.225774225774226
Y. Fofana,y fofana,France,1.0,0.0,22.0,0.0,1.0,2509.0,0.03587086488640893,0.0,0.0,0.7891590275009964
Y. Wissa,y wissa,Congo DR,19.000000000000004,0.0,68.99999999999999,0.0,1.0,2929.0,0.5838170023898943,0.0,0.0,2.120177534994878
Yeremy Pino,yeremy pino,Spain,4.0,0.0,17.0,0.0,1.0,1949.0,0.18471010774756286,0.0,0.0,0.7850179579271421
Yuri Alberto,yuri alberto,Brazil,15.0,0.0,61.99999999999999,0.0,0.74,2208.0,0.6114130434782609,0.0,0.0,2.5271739130434776
Z. Amdouni,z amdouni,Switzerland,6.999999999999999,0.0,32.0,0.0,0.82,847.0,0.7438016528925618,0.0,0.0,3.4002361275088546
Z. Flemming,z flemming,Netherlands,12.0,0.0,67.0,0.0,0.68,2439.0,0.44280442804428044,0.0,0.0,2.4723247232472323
Á. Di María,a di maria,Argentina,16.000000000000004,0.0,90.00000000000001,0.0,0.8199999999999998,3320.0,0.43373493975903626,0.0,0.0,2.439759036144579
Á. Sepúlveda,a sepulveda,Mexico,14.0,0.0,63.0,0.0,0.54,2076.0,0.6069364161849711,0.0,0.0,2.73121387283237
Álex Baena,alex baena,Spain,7.0,0.0,49.0,0.0,1.0,2602.0,0.24212144504227517,0.0,0.0,1.694850115295926
Álex Berenguer,alex berenguer,Spain,6.0,0.0,38.99999999999999,0.0,1.0,2351.0,0.22968949383241172,0.0,0.0,1.492981709910676
Álex Grimaldo,alex grimaldo,Spain,2.0000000000000004,0.0,30.0,0.0,1.0,2642.0,0.0681302043906132,0.0,0.0,1.0219530658591975
Álvaro Fidalgo,alvaro fidalgo,Spain,7.999999999999999,0.0,32.99999999999999,0.0,0.54,3315.0,0.21719457013574656,0.0,0.0,0.8959276018099545
Óscar Aranda,oscar aranda,Spain,8.999999999999998,0.0,49.0,0.0,0.82,2621.0,0.30904235024799687,0.0,0.0,1.6825639069057612
Óscar Mingueza,oscar mingueza,Spain,4.0,0.0,22.0,0.0,1.0,2741.0,0.13133892739875958,0.0,0.0,0.7223641006931777
