player,team,intl_goals,intl_weighted_goals,intl_penalty_goals,intl_major_goals,intl_scoring_matches,intl_last_goal_date,intl_goal_rate,team_intl_matches,intl_goals_per_team_match,player_norm
Paulo Dybala,Argentina,1,0.85,0,0,1,2024-09-05,1.0,40,0.025,paulo dybala
Vakoun Issouf Bayo,Ivory Coast,1,0.85,0,0,1,2025-09-05,1.0,47,0.02127659574468085,vakoun issouf bayo
Barış Alper Yılmaz,Türkiye,1,0.85,0,0,1,2023-10-12,1.0,41,0.024390243902439025,bars alper ylmaz
Pedro Miguel,Qatar,1,0.85,0,0,1,2025-10-14,1.0,52,0.019230769230769232,pedro miguel
Assan Ouédraogo,Germany,1,0.85,0,0,1,2025-11-17,1.0,42,0.023809523809523808,assan ouedraogo
Ángel Mena,Ecuador,1,0.85,0,0,1,2023-11-21,1.0,41,0.024390243902439025,angel mena
Theo Bongonda,Congo DR,1,0.85,0,0,1,2025-10-14,1.0,47,0.02127659574468085,theo bongonda
Petar Musa,Croatia,1,0.85,0,0,1,2025-11-14,1.0,39,0.02564102564102564,petar musa
Renato Gojković,Bosnia and Herzegovina,1,0.85,0,0,1,2023-11-16,1.0,35,0.02857142857142857,renato gojkovic
Ridle Baku,Germany,1,0.85,0,0,1,2025-11-17,1.0,42,0.023809523809523808,ridle baku
Ali Lajami,Saudi Arabia,1,0.85,0,0,1,2024-06-11,1.0,58,0.017241379310344827,ali lajami
Adam Taggart,Australia,1,0.85,0,0,1,2024-06-11,1.0,40,0.025,adam taggart
Rubén Vargas,Switzerland,1,0.85,0,0,1,2025-11-18,1.0,41,0.024390243902439025,ruben vargas
Yannick Semedo,Cape Verde,1,0.85,0,0,1,2025-03-20,1.0,42,0.023809523809523808,yannick semedo
Rustam Ashurmatov,Uzbekistan,1,0.85,0,0,1,2024-03-21,1.0,44,0.022727272727272728,rustam ashurmatov
Antoine Griezmann,France,1,0.85,0,0,1,2023-03-24,1.0,42,0.023809523809523808,antoine griezmann
Ryan Porteous,Scotland,1,0.85,0,0,1,2023-09-08,1.0,39,0.02564102564102564,ryan porteous
Yuki Soma,Japan,1,0.85,1,0,1,2024-06-11,1.0,41,0.024390243902439025,yuki soma
Sidny Lopes Cabral,Cape Verde,1,0.85,0,0,1,2025-10-08,1.0,42,0.023809523809523808,sidny lopes cabral
Ryōya Morishita,Japan,1,0.85,0,0,1,2025-06-10,1.0,41,0.024390243902439025,ryoya morishita
Shūto Machino,Japan,1,0.85,0,0,1,2025-06-10,1.0,41,0.024390243902439025,shuto machino
Ró-Ró,Qatar,1,0.85,0,0,1,2025-06-05,1.0,52,0.019230769230769232,roro
Rúben Neves,Portugal,1,0.85,0,0,1,2025-10-11,1.0,41,0.024390243902439025,ruben neves
Yassine Meriah,Tunisia,1,0.85,0,0,1,2023-11-17,1.0,48,0.020833333333333332,yassine meriah
Amirhossein Hosseinzadeh,Iran,1,0.85,0,0,1,2025-06-10,1.0,42,0.023809523809523808,amirhossein hosseinzadeh
Seifeddine Jaziri,Tunisia,1,0.85,0,0,1,2025-03-24,1.0,48,0.020833333333333332,seifeddine jaziri
Saed Al-Rosan,Jordan,1,0.85,0,0,1,2024-03-26,1.0,53,0.018867924528301886,saed alrosan
Said Benrahma,Algeria,1,0.85,0,0,1,2024-06-10,1.0,51,0.0196078431372549,said benrahma
Sajjad Jassim,Iraq,1,0.85,0,0,1,2025-06-10,1.0,50,0.02,sajjad jassim
Andreas Pereira,Brazil,1,0.85,0,0,1,2024-10-15,1.0,39,0.02564102564102564,andreas pereira
Yerry Mina,Colombia,1,0.85,0,0,1,2025-09-09,1.0,44,0.022727272727272728,yerry mina
Yerson Mosquera,Colombia,1,0.85,0,0,1,2024-09-10,1.0,44,0.022727272727272728,yerson mosquera
Saleh Hardani,Iran,1,0.85,0,0,1,2024-11-19,1.0,42,0.023809523809523808,saleh hardani
Andrés Gómez,Colombia,1,0.85,0,0,1,2024-11-15,1.0,44,0.022727272727272728,andres gomez
Yousef Aymen,Qatar,1,0.85,0,0,1,2024-06-11,1.0,52,0.019230769230769232,yousef aymen
Antoine Semenyo,Ghana,1,0.85,0,0,1,2025-03-21,1.0,39,0.02564102564102564,antoine semenyo
Roshon van Eijma,Curaçao,1,0.85,0,0,1,2025-11-13,1.0,36,0.027777777777777776,roshon van eijma
Amine Gouiri,Algeria,1,0.85,0,0,1,2025-03-21,1.0,51,0.0196078431372549,amine gouiri
Robin Le Normand,Spain,1,0.85,0,0,1,2023-11-19,1.0,43,0.023255813953488372,robin le normand
Renato Veiga,Portugal,1,0.85,0,0,1,2025-11-16,1.0,41,0.024390243902439025,renato veiga
Xander Severina,Curaçao,1,0.85,0,0,1,2024-06-08,1.0,36,0.027777777777777776,xander severina
Zeki Çelik,Türkiye,1,0.85,0,0,1,2025-10-11,1.0,41,0.024390243902439025,zeki celik
Abdul Fatawu,Ghana,1,0.85,0,0,1,2024-06-10,1.0,39,0.02564102564102564,abdul fatawu
Amar Dedić,Bosnia and Herzegovina,1,0.85,0,0,1,2023-03-23,1.0,35,0.02857142857142857,amar dedic
Zaid Tahseen,Iraq,1,0.85,0,0,1,2024-03-26,1.0,50,0.02,zaid tahseen
Salih Özcan,Türkiye,1,0.85,0,0,1,2025-11-18,1.0,41,0.024390243902439025,salih ozcan
Arthur Theate,Belgium,1,0.85,0,0,1,2025-09-04,1.0,40,0.025,arthur theate
Robin Hranáč,Czechia,1,0.85,0,0,1,2025-11-17,1.0,40,0.025,robin hranac
Stuart Armstrong,Scotland,1,0.85,0,0,1,2023-11-19,1.0,39,0.02564102564102564,stuart armstrong
Robin Quaison,Sweden,1,0.85,0,0,1,2023-09-09,1.0,40,0.025,robin quaison
Sontje Hansen,Curaçao,1,0.85,0,0,1,2025-11-13,1.0,36,0.027777777777777776,sontje hansen
Stopira,Cape Verde,1,0.85,0,0,1,2025-10-13,1.0,42,0.023809523809523808,stopira
Yéremy Pino,Spain,1,0.85,0,0,1,2025-10-11,1.0,43,0.023255813953488372,yeremy pino
Yusuf Yazıcı,Türkiye,1,0.85,1,0,1,2023-11-21,1.0,41,0.024390243902439025,yusuf yazc
Yannick Carrasco,Belgium,1,0.85,0,0,1,2023-09-09,1.0,40,0.025,yannick carrasco
Armin Gigović,Bosnia and Herzegovina,1,0.85,0,0,1,2025-03-21,1.0,35,0.02857142857142857,armin gigovic
Ar'jany Martha,Curaçao,1,0.85,0,0,1,2025-11-13,1.0,36,0.027777777777777776,arjany martha
Ao Tanaka,Japan,1,0.85,0,0,1,2024-03-21,1.0,41,0.024390243902439025,ao tanaka
Amar Rahmanović,Bosnia and Herzegovina,1,0.85,0,0,1,2023-10-13,1.0,35,0.02857142857142857,amar rahmanovic
Soufiane Rahimi,Morocco,1,0.85,0,0,1,2024-06-11,1.0,53,0.018867924528301886,soufiane rahimi
Ronald Araújo,Uruguay,1,0.85,0,0,1,2023-11-16,1.0,42,0.023809523809523808,ronald araujo
Saleh Abu Al-Shamat,Saudi Arabia,1,0.85,0,0,1,2025-10-08,1.0,58,0.017241379310344827,saleh abu alshamat
Micky van de Ven,Netherlands,1,0.85,0,0,1,2025-06-10,1.0,42,0.023809523809523808,micky van de ven
Omid Noorafkan,Iran,1,0.85,0,0,1,2024-03-21,1.0,42,0.023809523809523808,omid noorafkan
Luka Sučić,Croatia,1,0.85,0,0,1,2025-10-12,1.0,39,0.02564102564102564,luka sucic
Deniz Gül,Türkiye,1,0.85,0,0,1,2025-11-18,1.0,41,0.024390243902439025,deniz gul
Kerim Alajbegović,Bosnia and Herzegovina,1,0.85,0,0,1,2025-09-06,1.0,35,0.02857142857142857,kerim alajbegovic
Diego Gómez,Paraguay,1,0.85,0,0,1,2024-09-10,1.0,35,0.02857142857142857,diego gomez
Abdallah Nasib,Jordan,1,0.85,0,0,1,2025-03-20,1.0,53,0.018867924528301886,abdallah nasib
Keanu Baccus,Australia,1,0.85,0,0,1,2024-03-21,1.0,40,0.025,keanu baccus
Kaoru Mitoma,Japan,1,0.85,0,0,1,2024-09-05,1.0,41,0.024390243902439025,kaoru mitoma
Kamaldeen Sulemana,Ghana,1,0.85,0,0,1,2025-10-08,1.0,39,0.02564102564102564,kamaldeen sulemana
Kalvin Phillips,England,1,0.85,0,0,1,2023-06-19,1.0,42,0.023809523809523808,kalvin phillips
Kalidou Koulibaly,Senegal,1,0.85,0,0,1,2025-09-05,1.0,47,0.02127659574468085,kalidou koulibaly
Júnior Alonso,Paraguay,1,0.85,0,0,1,2025-03-25,1.0,35,0.02857142857142857,junior alonso
Junya Itō,Japan,1,0.85,0,0,1,2024-09-05,1.0,41,0.024390243902439025,junya ito
Jung Seung-hyun,South Korea,1,0.85,0,0,1,2023-11-21,1.0,44,0.022727272727272728,jung seunghyun
Duke Lacroix,Haiti,1,0.85,0,0,1,2024-06-09,1.0,36,0.027777777777777776,duke lacroix
Julian Ryerson,Norway,1,0.85,0,0,1,2025-03-22,1.0,36,0.027777777777777776,julian ryerson
Eliesse Ben Seghir,Morocco,1,0.85,0,0,1,2024-06-07,1.0,53,0.018867924528301886,eliesse ben seghir
Jovani Welch,Panama,1,0.85,0,0,1,2024-06-09,1.0,57,0.017543859649122806,jovani welch
Jovane Cabral,Cape Verde,1,0.85,0,0,1,2025-09-04,1.0,42,0.023809523809523808,jovane cabral
Kevin Felida,Curaçao,1,0.85,0,0,1,2025-06-10,1.0,36,0.027777777777777776,kevin felida
Khojiakbar Alijonov,Uzbekistan,1,0.85,0,0,1,2025-03-20,1.0,44,0.022727272727272728,khojiakbar alijonov
Khuliso Mudau,South Africa,1,0.85,0,0,1,2023-11-18,1.0,51,0.0196078431372549,khuliso mudau
Daizen Maeda,Japan,1,0.85,0,0,1,2024-09-05,1.0,41,0.024390243902439025,daizen maeda
Connor Metcalfe,Australia,1,0.85,0,0,1,2025-06-10,1.0,40,0.025,connor metcalfe
Luis Sinisterra,Colombia,1,0.85,0,0,1,2024-10-15,1.0,44,0.022727272727272728,luis sinisterra
Lovro Majer,Croatia,1,0.85,0,0,1,2023-11-18,1.0,39,0.02564102564102564,lovro majer
Livano Comenencia,Curaçao,1,0.85,0,0,1,2025-10-10,1.0,36,0.027777777777777776,livano comenencia
Lewis Ferguson,Scotland,1,0.85,0,0,1,2025-10-09,1.0,39,0.02564102564102564,lewis ferguson
Cyle Larin,Canada,1,0.85,0,0,1,2024-03-23,1.0,45,0.022222222222222223,cyle larin
Leandro Bacuna,Curaçao,1,0.85,1,0,1,2025-11-13,1.0,36,0.027777777777777776,leandro bacuna
Benjamin Tahirović,Bosnia and Herzegovina,1,0.85,0,0,1,2025-09-06,1.0,35,0.02857142857142857,benjamin tahirovic
Kieran Tierney,Scotland,1,0.85,0,0,1,2025-11-18,1.0,39,0.02564102564102564,kieran tierney
Kyle Walker,England,1,0.85,0,0,1,2023-09-09,1.0,42,0.023809523809523808,kyle walker
Kye Rowles,Australia,1,0.85,0,0,1,2024-03-21,1.0,40,0.025,kye rowles
David Raum,Germany,1,0.85,0,0,1,2025-10-10,1.0,42,0.023809523809523808,david raum
Kristoffer Ajer,Norway,1,0.85,0,0,1,2025-03-25,1.0,36,0.027777777777777776,kristoffer ajer
Dayot Upamecano,France,1,0.85,0,0,1,2023-03-24,1.0,42,0.023809523809523808,dayot upamecano
Ko Itakura,Japan,1,0.85,0,0,1,2024-11-19,1.0,41,0.024390243902439025,ko itakura
Kim Jin-gyu,South Korea,1,0.85,0,0,1,2025-06-05,1.0,44,0.022727272727272728,kim jingyu
Emil Holm,Sweden,1,0.85,0,0,1,2023-09-12,1.0,40,0.025,emil holm
Emmanuel Agbadou,Ivory Coast,1,0.85,0,0,1,2025-10-10,1.0,47,0.02127659574468085,emmanuel agbadou
Jonathan Clauss,France,1,0.85,0,0,1,2023-11-18,1.0,42,0.023809523809523808,jonathan clauss
Hannibal Mejbri,Tunisia,1,0.85,0,0,1,2025-10-13,1.0,48,0.020833333333333332,hannibal mejbri
Hwang Ui-jo,South Korea,1,0.85,1,0,1,2023-11-16,1.0,44,0.022727272727272728,hwang uijo
Hussein Ali,Iraq,1,0.85,0,0,1,2024-06-11,1.0,50,0.02,hussein ali
Hugo Ekitike,France,1,0.85,0,0,1,2025-11-13,1.0,42,0.023809523809523808,hugo ekitike
Houssem Aouar,Algeria,1,0.85,0,0,1,2024-06-10,1.0,51,0.0196078431372549,houssem aouar
Firas Ben Larbi,Tunisia,1,0.85,0,0,1,2023-11-17,1.0,48,0.020833333333333332,firas ben larbi
Florian Kainz,Austria,1,0.85,0,0,1,2023-03-27,1.0,40,0.025,florian kainz
Haris Hajradinović,Bosnia and Herzegovina,1,0.85,0,0,1,2025-03-24,1.0,35,0.02857142857142857,haris hajradinovic
Florian Thauvin,France,1,0.85,0,0,1,2025-10-10,1.0,42,0.023809523809523808,florian thauvin
Ibrahim Sadeh,Jordan,1,0.85,0,0,1,2024-06-06,1.0,53,0.018867924528301886,ibrahim sadeh
Francis de Vries,New Zealand,1,0.85,0,0,1,2024-11-18,1.0,35,0.02857142857142857,francis de vries
Gustav Lundgren,Sweden,1,0.85,0,0,1,2025-11-18,1.0,40,0.025,gustav lundgren
Gustaf Lagerbielke,Sweden,1,0.85,0,0,1,2026-03-31,1.0,40,0.025,gustaf lagerbielke
Giuliano Simeone,Argentina,1,0.85,0,0,1,2025-03-25,1.0,40,0.025,giuliano simeone
Fredrik Aursnes,Norway,1,0.85,0,0,1,2023-10-12,1.0,36,0.027777777777777776,fredrik aursnes
Gerson,Brazil,1,0.85,0,0,1,2024-11-19,1.0,39,0.02564102564102564,gerson
Gabriel Martinelli,Brazil,1,0.85,0,0,1,2023-11-16,1.0,39,0.02564102564102564,gabriel martinelli
Ibrahim Adel,Egypt,1,0.85,0,0,1,2025-10-08,1.0,49,0.02040816326530612,ibrahim adel
Igor Jesus,Brazil,1,0.85,0,0,1,2024-10-10,1.0,39,0.02564102564102564,igor jesus
John Iredale,Australia,1,0.85,0,0,1,2024-03-26,1.0,40,0.025,john iredale
Jan Vertonghen,Belgium,1,0.85,0,0,1,2023-09-12,1.0,40,0.025,jan vertonghen
Johan Bakayoko,Belgium,1,0.85,0,0,1,2023-06-20,1.0,40,0.025,johan bakayoko
Esmir Bajraktarević,Bosnia and Herzegovina,1,0.85,0,0,1,2025-11-15,1.0,35,0.02857142857142857,esmir bajraktarevic
Jesper Karlsson,Sweden,1,0.85,0,0,1,2023-03-27,1.0,40,0.025,jesper karlsson
Jearl Margaritha,Curaçao,1,0.85,0,0,1,2025-06-10,1.0,36,0.027777777777777776,jearl margaritha
Jean-Kévin Duverne,Haiti,1,0.85,0,0,1,2024-06-06,1.0,36,0.027777777777777776,jeankevin duverne
Jayden Adams,South Africa,1,0.85,0,0,1,2025-03-25,1.0,51,0.0196078431372549,jayden adams
Jaouen Hadjam,Algeria,1,0.85,0,0,1,2025-03-25,1.0,51,0.0196078431372549,jaouen hadjam
Jan Kuchta,Czechia,1,0.85,0,0,1,2023-03-24,1.0,40,0.025,jan kuchta
Iqraam Rayners,South Africa,1,0.85,0,0,1,2024-06-11,1.0,51,0.0196078431372549,iqraam rayners
Jan Kliment,Czechia,1,0.85,0,0,1,2025-03-25,1.0,40,0.025,jan kliment
Estêvão Willian,Brazil,1,0.85,0,0,1,2025-09-04,1.0,39,0.02564102564102564,estevao willian
Ezri Konsa,England,1,0.85,0,0,1,2025-09-09,1.0,42,0.023809523809523808,ezri konsa
Jaloliddin Masharipov,Uzbekistan,1,0.85,0,0,1,2024-09-05,1.0,44,0.022727272727272728,jaloliddin masharipov
Federico Viñas,Uruguay,1,0.85,0,0,1,2025-09-04,1.0,42,0.023809523809523808,federico vinas
Ferdi Kadıoğlu,Türkiye,1,0.85,0,0,1,2026-03-26,1.0,41,0.024390243902439025,ferdi kadoglu
Islam Slimani,Algeria,1,0.85,0,0,1,2023-11-16,1.0,51,0.0196078431372549,islam slimani
Luka Ivanušec,Croatia,1,0.85,0,0,1,2023-09-08,1.0,39,0.02564102564102564,luka ivanusec
David Møller Wolfe,Norway,1,0.85,0,0,1,2025-03-25,1.0,36,0.027777777777777776,david mller wolfe
Cedric Itten,Switzerland,1,0.85,0,0,1,2023-09-12,1.0,41,0.024390243902439025,cedric itten
Nico Elvedi,Switzerland,1,0.85,0,0,1,2025-09-08,1.0,41,0.024390243902439025,nico elvedi
Cengiz Ünder,Türkiye,1,0.85,0,0,1,2023-06-16,1.0,41,0.024390243902439025,cengiz under
Nicolas Raskin,Belgium,1,0.85,0,0,1,2025-09-07,1.0,40,0.025,nicolas raskin
Cedric Bakambu,Congo DR,1,0.85,0,0,1,2025-10-10,1.0,47,0.02127659574468085,cedric bakambu
Michael Boxall,New Zealand,1,0.85,0,0,1,2025-03-24,1.0,35,0.02857142857142857,michael boxall
Carlos Harvey,Panama,1,0.85,0,0,1,2025-09-08,1.0,57,0.017543859649122806,carlos harvey
Brandon Borrello,Australia,1,0.85,0,0,1,2023-11-16,1.0,40,0.025,brandon borrello
Gabriel Magalhães,Brazil,1,0.85,0,0,1,2023-10-12,1.0,39,0.02564102564102564,gabriel magalhaes
Miguel Almirón,Paraguay,1,0.85,0,0,1,2024-11-19,1.0,35,0.02857142857142857,miguel almiron
Callum Wilson,England,1,0.85,1,0,1,2023-06-16,1.0,42,0.023809523809523808,callum wilson
Miroslav Stevanović,Bosnia and Herzegovina,1,0.85,0,0,1,2023-10-13,1.0,35,0.02857142857142857,miroslav stevanovic
Mitch Duke,Australia,1,0.85,0,0,1,2025-06-10,1.0,40,0.025,mitch duke
Brandon Mechele,Belgium,1,0.85,0,0,1,2025-11-18,1.0,40,0.025,brandon mechele
Callum McGregor,Scotland,1,0.85,0,0,1,2023-06-20,1.0,39,0.02564102564102564,callum mcgregor
Charles Pickel,Congo DR,1,0.85,0,0,1,2025-03-25,1.0,47,0.02127659574468085,charles pickel
Mohamed Elyounoussi,Norway,1,0.85,0,0,1,2023-11-19,1.0,36,0.027777777777777776,mohamed elyounoussi
Mohamed Hamdy,Egypt,1,0.85,0,0,1,2025-10-12,1.0,49,0.02040816326530612,mohamed hamdy
Mohammad Abu Zrayq,Jordan,1,0.85,0,0,1,2024-03-26,1.0,53,0.018867924528301886,mohammad abu zrayq
Nestory Irankunda,Australia,1,0.85,1,0,1,2024-06-11,1.0,40,0.025,nestory irankunda
Mohammad Mehdi Mohebi,Iran,1,0.85,0,0,1,2025-06-10,1.0,42,0.023809523809523808,mohammad mehdi mohebi
Maghnes Akliouche,France,1,0.85,0,0,1,2025-11-16,1.0,42,0.023809523809523808,maghnes akliouche
Nayef Aguerd,Morocco,1,0.85,0,0,1,2025-03-25,1.0,53,0.018867924528301886,nayef aguerd
Nadiem Amiri,Germany,1,0.85,0,0,1,2025-09-07,1.0,42,0.023809523809523808,nadiem amiri
Mohau Nkota,South Africa,1,0.85,0,0,1,2025-09-05,1.0,51,0.0196078431372549,mohau nkota
Mondy Prunier,Haiti,1,0.85,0,0,1,2025-06-07,1.0,36,0.027777777777777776,mondy prunier
Myles Lewis-Skelly,England,1,0.85,0,0,1,2025-03-21,1.0,42,0.023809523809523808,myles lewisskelly
Bruno Guimarães,Brazil,1,0.85,0,0,1,2025-09-04,1.0,39,0.02564102564102564,bruno guimaraes
Chadi Riad,Morocco,1,0.85,0,0,1,2024-06-11,1.0,53,0.018867924528301886,chadi riad
Bryan Labissiere,Haiti,1,0.85,0,0,1,2024-06-09,1.0,36,0.027777777777777776,bryan labissiere
Nicolás Tagliafico,Argentina,1,0.85,0,0,1,2023-09-12,1.0,40,0.025,nicolas tagliafico
Martin Erlić,Croatia,1,0.85,0,0,1,2025-10-12,1.0,39,0.02564102564102564,martin erlic
Malick Fofana,Belgium,1,0.85,0,0,1,2025-09-04,1.0,40,0.025,malick fofana
Bertuğ Yıldırım,Türkiye,1,0.85,0,0,1,2023-09-08,1.0,41,0.024390243902439025,bertug yldrm
Bilal El Khannouss,Morocco,1,0.85,0,0,1,2025-03-21,1.0,53,0.018867924528301886,bilal el khannouss
Manuel Ugarte,Uruguay,1,0.85,0,0,1,2024-11-15,1.0,42,0.023809523809523808,manuel ugarte
Marc Cucurella,Spain,1,0.85,0,0,1,2025-09-04,1.0,43,0.023255813953488372,marc cucurella
Ola Solbakken,Norway,1,0.85,0,0,1,2023-06-20,1.0,36,0.027777777777777776,ola solbakken
Marc Guéhi,England,1,0.85,0,0,1,2025-09-09,1.0,42,0.023809523809523808,marc guehi
Oihan Sancet,Spain,1,0.85,0,0,1,2023-10-12,1.0,43,0.023255813953488372,oihan sancet
Christian Kouamé,Ivory Coast,1,0.85,0,0,1,2023-11-20,1.0,47,0.02127659574468085,christian kouame
Marko Stamenić,New Zealand,1,0.85,0,0,1,2024-11-18,1.0,35,0.02857142857142857,marko stamenic
Boualem Khoukhi,Qatar,1,0.85,0,0,1,2025-10-14,1.0,52,0.019230769230769232,boualem khoukhi
Marten de Roon,Netherlands,1,0.85,0,0,1,2023-09-07,1.0,42,0.023809523809523808,marten de roon
Noni Madueke,England,1,0.85,0,0,1,2025-09-09,1.0,42,0.023809523809523808,noni madueke
Marquinhos,Brazil,1,0.85,0,0,1,2023-09-12,1.0,39,0.02564102564102564,marquinhos
Matheus Cunha,Brazil,1,0.85,0,0,1,2025-03-25,1.0,39,0.02564102564102564,matheus cunha
Nihad Mujakić,Bosnia and Herzegovina,1,0.85,0,0,1,2025-09-06,1.0,35,0.02857142857142857,nihad mujakic
Nikolaus Wurmbrand,Austria,1,0.85,0,0,1,2025-10-09,1.0,40,0.025,nikolaus wurmbrand
Mateus Uribe,Colombia,1,0.85,0,0,1,2023-10-12,1.0,44,0.022727272727272728,mateus uribe
Nikola Katić,Bosnia and Herzegovina,1,0.85,0,0,1,2025-10-09,1.0,35,0.02857142857142857,nikola katic
Mats Wieffer,Netherlands,1,0.85,0,0,1,2023-11-21,1.0,42,0.023809523809523808,mats wieffer
Matthew Garbett,New Zealand,1,0.85,0,0,1,2024-11-15,1.0,35,0.02857142857142857,matthew garbett
Bryan Gil,Spain,1,0.6,0,0,1,2024-11-18,1.0,43,0.023255813953488372,bryan gil
Pedro Neto,Portugal,1,0.6,0,0,1,2024-11-15,1.0,41,0.024390243902439025,pedro neto
Jarrod Bowen,England,1,0.6,0,0,1,2024-11-17,1.0,42,0.023809523809523808,jarrod bowen
Jamie Leweling,Germany,1,0.6,0,0,1,2024-10-14,1.0,42,0.023809523809523808,jamie leweling
Georginio Wijnaldum,Netherlands,1,0.6,0,0,1,2023-06-18,1.0,42,0.023809523809523808,georginio wijnaldum
Ian Maatsen,Netherlands,1,0.6,0,0,1,2025-03-23,1.0,42,0.023809523809523808,ian maatsen
Igor Matanović,Croatia,1,0.6,0,0,1,2024-10-12,1.0,39,0.02564102564102564,igor matanovic
Borna Sosa,Croatia,1,0.6,0,0,1,2024-10-15,1.0,39,0.02564102564102564,borna sosa
Billy Gilmour,Scotland,1,0.6,0,0,1,2024-09-05,1.0,39,0.02564102564102564,billy gilmour
Felix Nmecha,Germany,1,0.6,0,0,1,2024-11-19,1.0,42,0.023809523809523808,felix nmecha
Nuno Mendes,Portugal,1,0.6,0,0,1,2025-06-08,1.0,41,0.024390243902439025,nuno mendes
Brian Brobbey,Netherlands,1,0.6,0,0,1,2024-11-19,1.0,42,0.023809523809523808,brian brobbey
Petar Sučić,Croatia,1,0.6,0,0,1,2024-10-15,1.0,39,0.02564102564102564,petar sucic
Lukáš Kalvach,Czechia,1,0.6,0,0,1,2024-09-07,1.0,40,0.025,lukas kalvach
Bryan Zaragoza,Spain,1,0.6,1,0,1,2024-11-18,1.0,43,0.023255813953488372,bryan zaragoza
Ken Sema,Sweden,1,0.6,0,0,1,2024-10-11,1.0,40,0.025,ken sema
Martín Zubimendi,Spain,1,0.6,0,0,1,2025-06-08,1.0,43,0.023255813953488372,martin zubimendi
Martin Baturina,Croatia,1,0.6,0,0,1,2024-10-15,1.0,39,0.02564102564102564,martin baturina
Matthias Seidl,Austria,1,0.6,0,0,1,2024-10-10,1.0,40,0.025,matthias seidl
Mattéo Guendouzi,France,1,0.6,0,0,1,2024-10-10,1.0,42,0.023809523809523808,matteo guendouzi
Taylor Harwood-Bellis,England,1,0.6,0,0,1,2024-11-17,1.0,42,0.023809523809523808,taylor harwoodbellis
Diogo Dalot,Portugal,1,0.6,0,0,1,2024-09-05,1.0,41,0.024390243902439025,diogo dalot
Leon Goretzka,Germany,1,0.6,0,0,1,2025-03-20,1.0,42,0.023809523809523808,leon goretzka
Curtis Jones,England,1,0.6,0,0,1,2024-11-14,1.0,42,0.023809523809523808,curtis jones
Andi Zeqiri,Switzerland,1,0.6,1,0,1,2024-11-18,1.0,41,0.024390243902439025,andi zeqiri
Eduardo Camavinga,France,1,0.6,0,0,1,2024-10-10,1.0,42,0.023809523809523808,eduardo camavinga
Joël Monteiro,Switzerland,1,0.6,0,0,1,2024-11-18,1.0,41,0.024390243902439025,joel monteiro
Aleksandar Pavlović,Germany,1,0.6,0,0,1,2024-09-07,1.0,42,0.023809523809523808,aleksandar pavlovic
Joshua Zirkzee,Netherlands,1,0.6,0,0,1,2024-09-07,1.0,42,0.023809523809523808,joshua zirkzee
Loïs Openda,Belgium,1,0.6,0,0,1,2024-10-14,1.0,40,0.025,lois openda
Conor Gallagher,England,1,0.6,0,0,1,2024-11-17,1.0,42,0.023809523809523808,conor gallagher
Rayan Cherki,France,1,0.6,0,0,1,2025-06-05,1.0,42,0.023809523809523808,rayan cherki
Jens Petter Hauge,Norway,1,0.6,0,0,1,2024-11-14,1.0,36,0.027777777777777776,jens petter hauge
Aymeric Laporte,Spain,1,0.6,0,0,1,2024-10-15,1.0,43,0.023255813953488372,aymeric laporte
Andy Robertson,Scotland,1,0.6,0,0,1,2024-11-18,1.0,39,0.02564102564102564,andy robertson
Ayoze Pérez,Spain,1,0.6,0,0,1,2024-11-15,1.0,43,0.023255813953488372,ayoze perez
Steven Bergwijn,Netherlands,1,0.6,0,0,1,2023-06-18,1.0,42,0.023809523809523808,steven bergwijn
Zineddine Belaïd,Algeria,1,0.5,0,0,1,2025-12-31,1.0,51,0.0196078431372549,zineddine belaid
Gilson Tavares,Cape Verde,1,0.5,0,0,1,2024-01-22,1.0,42,0.023809523809523808,gilson tavares
Ben Old,New Zealand,1,0.5,0,0,1,2024-06-21,1.0,35,0.02857142857142857,ben old
Garry Rodrigues,Cape Verde,1,0.5,0,0,1,2024-01-14,1.0,42,0.023809523809523808,garry rodrigues
Guéla Doué,Ivory Coast,1,0.5,0,0,1,2026-01-10,1.0,47,0.02127659574468085,guela doue
Bebé,Cape Verde,1,0.5,0,0,1,2024-01-19,1.0,42,0.023809523809523808,bebe
Silas Katompa Mvumpa,Congo DR,1,0.5,0,0,1,2024-01-21,1.0,47,0.02127659574468085,silas katompa mvumpa
Adil Boulbina,Algeria,1,0.5,0,0,1,2026-01-06,1.0,51,0.0196078431372549,adil boulbina
Marwan Attia,Egypt,1,0.5,0,0,1,2026-01-05,1.0,49,0.02040816326530612,marwan attia
Finn Surman,New Zealand,1,0.5,0,0,1,2024-06-27,1.0,35,0.02857142857142857,finn surman
Kevin Pina,Cape Verde,1,0.5,0,0,1,2024-01-19,1.0,42,0.023809523809523808,kevin pina
Montassar Talbi,Tunisia,1,0.5,0,0,1,2025-12-27,1.0,48,0.020833333333333332,montassar talbi
Ibrahim Mbaye,Senegal,1,0.5,0,0,1,2026-01-03,1.0,47,0.02127659574468085,ibrahim mbaye
Thapelo Maseko,South Africa,1,0.5,0,0,1,2024-01-21,1.0,51,0.0196078431372549,thapelo maseko
Cameron Howieson,New Zealand,1,0.5,0,0,1,2024-06-30,1.0,35,0.02857142857142857,cameron howieson
Arthur Masuaku,Congo DR,1,0.5,0,0,1,2024-02-02,1.0,47,0.02127659574468085,arthur masuaku
