player,team,intl_goals,intl_weighted_goals,intl_penalty_goals,intl_major_goals,intl_scoring_matches,intl_last_goal_date,intl_goal_rate,team_intl_matches,intl_goals_per_team_match,player_norm,xa_per90,key_passes_per90,progressive_passes_per90,pass_completion_pct,playmaker_score,year
Kingsley Coman,France,2,1.7,0,0,1,2023-11-18,2.0,42,0.047619047619047616,kingsley coman,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Gonzalo Plata,Ecuador,2,1.7,0,0,1,2024-11-14,2.0,41,0.04878048780487805,gonzalo plata,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Willy Semedo,Cape Verde,2,1.7,0,0,2,2025-10-13,1.0,42,0.047619047619047616,willy semedo,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Félix Torres,Ecuador,2,1.7,0,0,1,2023-09-12,2.0,41,0.04878048780487805,felix torres,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Enzo Fernández,Argentina,2,1.7,0,0,2,2025-03-25,1.0,40,0.05,enzo fernandez,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Mao Hosoya,Japan,2,1.7,0,0,2,2025-06-10,1.0,41,0.04878048780487805,mao hosoya,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Yunus Akgün,Türkiye,2,1.7,0,0,2,2025-10-14,1.0,41,0.04878048780487805,yunus akgun,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Callum McCowatt,New Zealand,2,1.7,0,0,2,2024-11-18,1.0,35,0.05714285714285714,callum mccowatt,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Mitchell Duke,Australia,2,1.7,0,0,1,2023-11-16,2.0,40,0.05,mitchell duke,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Kristijan Jakić,Croatia,2,1.7,0,0,2,2025-11-17,1.0,39,0.05128205128205128,kristijan jakic,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Amir Al-Ammari,Iraq,2,1.7,1,0,2,2025-11-18,1.0,50,0.04,amir alammari,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Yukinari Sugawara,Japan,2,1.7,0,0,2,2024-11-15,1.0,41,0.04878048780487805,yukinari sugawara,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Youssef Msakni,Tunisia,2,1.7,1,0,2,2023-11-21,1.0,48,0.041666666666666664,youssef msakni,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Iñaki Williams,Ghana,2,1.7,0,0,2,2025-03-21,1.0,39,0.05128205128205128,inaki williams,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Youssef Amyn,Iraq,2,1.7,0,0,2,2024-11-19,1.0,50,0.04,youssef amyn,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Cecilio Waterman,Panama,2,1.7,0,0,1,2025-11-13,2.0,57,0.03508771929824561,cecilio waterman,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Zidane Iqbal,Iraq,2,1.7,0,0,2,2025-10-11,1.0,50,0.04,zidane iqbal,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Ernest Nuamah,Ghana,2,1.7,0,0,2,2025-03-21,1.0,39,0.05128205128205128,ernest nuamah,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Eric Davis,Panama,2,1.7,1,0,2,2025-11-18,1.0,57,0.03508771929824561,eric davis,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Jhon Durán,Colombia,2,1.7,0,0,2,2025-03-25,1.0,44,0.045454545454545456,jhon duran,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Husniddin Aliqulov,Uzbekistan,2,1.7,0,0,2,2024-09-10,1.0,44,0.045454545454545456,husniddin aliqulov,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Gavi,Spain,2,1.7,0,0,2,2023-10-15,1.0,43,0.046511627906976744,gavi,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Johan Manzambi,Switzerland,2,1.7,0,0,2,2025-11-15,1.0,41,0.04878048780487805,johan manzambi,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Ibrahim Sangaré,Ivory Coast,2,1.7,1,0,2,2025-10-10,1.0,47,0.0425531914893617,ibrahim sangare,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Tyler Bindon,New Zealand,2,1.7,0,0,2,2025-03-21,1.0,35,0.05714285714285714,tyler bindon,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Giorgian de Arrascaeta,Uruguay,2,1.7,0,0,2,2025-09-04,1.0,42,0.047619047619047616,giorgian de arrascaeta,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Ibrahim Bayesh,Iraq,2,1.7,0,0,2,2025-03-20,1.0,50,0.04,ibrahim bayesh,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Ibrahim Al-Hassan,Qatar,2,1.7,0,0,2,2024-10-10,1.0,52,0.038461538461538464,ibrahim alhassan,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Franjo Ivanović,Croatia,2,1.7,0,0,1,2025-06-06,2.0,39,0.05128205128205128,franjo ivanovic,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Ahmed Sayed,Egypt,2,1.7,0,0,2,2025-03-25,1.0,49,0.04081632653061224,ahmed sayed,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Abdulrahman Al-Aboud,Saudi Arabia,2,1.7,0,0,2,2025-06-10,1.0,58,0.034482758620689655,abdulrahman alaboud,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Hossein Kanaanizadegan,Iran,2,1.7,0,0,1,2024-03-21,2.0,42,0.047619047619047616,hossein kanaanizadegan,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Youssouf Fofana,France,2,1.7,0,0,2,2023-11-21,1.0,42,0.047619047619047616,youssouf fofana,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Ferjani Sassi,Tunisia,2,1.7,0,0,2,2025-10-13,1.0,48,0.041666666666666664,ferjani sassi,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Hans Vanaken,Belgium,2,1.7,0,0,2,2025-11-18,1.0,40,0.05,hans vanaken,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
David Douděra,Czechia,2,1.7,0,0,2,2025-11-17,1.0,40,0.05,david doudera,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Manuel Akanji,Switzerland,2,1.7,0,0,2,2025-09-05,1.0,41,0.04878048780487805,manuel akanji,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Aron Dønnum,Norway,2,1.7,0,0,2,2025-03-22,1.0,36,0.05555555555555555,aron dnnum,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Diney,Cape Verde,2,1.7,0,0,2,2025-09-04,1.0,42,0.047619047619047616,diney,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Juan Fernando Quintero,Colombia,2,1.7,0,0,2,2025-09-04,1.0,44,0.045454545454545456,juan fernando quintero,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Silvan Widmer,Switzerland,2,1.7,0,0,2,2025-09-05,1.0,41,0.04878048780487805,silvan widmer,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Thomas Meunier,Belgium,2,1.7,0,0,2,2025-10-13,1.0,40,0.05,thomas meunier,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Bae Jun-ho,South Korea,2,1.7,0,0,2,2024-11-14,1.0,44,0.045454545454545456,bae junho,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Dodi Lukebakio,Belgium,2,1.7,0,0,1,2023-10-13,2.0,40,0.05,dodi lukebakio,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Tahith Chong,Curaçao,2,1.7,0,0,1,2025-09-09,2.0,36,0.05555555555555555,tahith chong,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Neymar,Brazil,2,1.7,0,0,1,2023-09-08,2.0,39,0.05128205128205128,neymar,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Jørgen Strand Larsen,Norway,2,1.7,0,0,2,2025-11-16,1.0,36,0.05555555555555555,jrgen strand larsen,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Nicolás González,Argentina,2,1.7,0,0,2,2024-09-10,1.0,40,0.05,nicolas gonzalez,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Ali Jasim,Iraq,2,1.7,0,0,2,2024-06-11,1.0,50,0.04,ali jasim,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Noor Al-Rawabdeh,Jordan,2,1.7,0,0,2,2024-09-10,1.0,53,0.03773584905660377,noor alrawabdeh,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Kenny McLean,Scotland,2,1.7,0,0,2,2025-11-18,1.0,39,0.05128205128205128,kenny mclean,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Mostafa Meshaal,Qatar,2,1.7,0,0,2,2023-11-21,1.0,52,0.038461538461538464,mostafa meshaal,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Ramin Rezaeian,Iran,2,1.7,0,0,2,2023-11-21,1.0,42,0.047619047619047616,ramin rezaeian,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Karim Konaté,Ivory Coast,2,1.7,1,0,1,2023-11-17,2.0,47,0.0425531914893617,karim konate,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Rafael Santos Borré,Colombia,2,1.7,1,0,2,2023-11-21,1.0,44,0.045454545454545456,rafael santos borre,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Diogo Jota,Portugal,2,1.7,0,0,1,2023-09-11,2.0,41,0.04878048780487805,diogo jota,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Nathan Aké,Netherlands,2,1.7,0,0,1,2023-03-27,2.0,42,0.047619047619047616,nathan ake,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Rade Krunić,Bosnia and Herzegovina,2,1.7,0,0,1,2023-03-23,2.0,35,0.05714285714285714,rade krunic,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Thapelo Morena,South Africa,2,1.7,0,0,1,2024-06-11,2.0,51,0.0392156862745098,thapelo morena,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Alexis Mac Allister,Argentina,2,1.7,0,0,2,2025-03-25,1.0,40,0.05,alexis mac allister,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Nikola Vlašić,Croatia,2,1.7,0,0,2,2025-11-17,1.0,39,0.05128205128205128,nikola vlasic,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Oh Se-hun,South Korea,2,1.7,0,0,2,2024-11-14,1.0,44,0.045454545454545456,oh sehun,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Sarpreet Singh,New Zealand,2,1.7,0,0,2,2025-03-21,1.0,35,0.05714285714285714,sarpreet singh,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Lawrence Shankland,Scotland,2,1.7,0,0,2,2025-11-18,1.0,39,0.05128205128205128,lawrence shankland,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Matías Galarza,Paraguay,2,1.7,0,0,2,2025-09-09,1.0,35,0.05714285714285714,matias galarza,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Ruben Providence,Haiti,2,1.7,0,0,2,2025-11-18,1.0,36,0.05555555555555555,ruben providence,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Lewis Miller,Australia,2,1.7,0,0,2,2025-03-20,1.0,40,0.05,lewis miller,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Mateo Kovačić,Croatia,2,1.7,0,0,1,2023-03-28,2.0,39,0.05128205128205128,mateo kovacic,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Louicius Don Deedson,Haiti,2,1.7,0,0,2,2025-06-10,1.0,36,0.05555555555555555,louicius don deedson,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Emil Forsberg,Sweden,2,1.7,0,0,2,2023-11-19,1.0,40,0.05,emil forsberg,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Martin Ødegaard,Norway,2,1.7,0,0,2,2025-09-09,1.0,36,0.05555555555555555,martin degaard,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Joo Min-kyu,South Korea,2,1.7,0,0,2,2024-09-10,1.0,44,0.045454545454545456,joo minkyu,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Lucas Mendes,Qatar,2,1.7,0,0,2,2025-03-25,1.0,52,0.038461538461538464,lucas mendes,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Che Adams,Scotland,2,1.7,0,0,2,2025-10-12,1.0,39,0.05128205128205128,che adams,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Mohamed El Amine Amoura,Algeria,2,1.7,0,0,1,2025-03-21,2.0,51,0.0392156862745098,mohamed el amine amoura,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Jordi Paulina,Curaçao,2,1.7,1,0,1,2025-11-13,2.0,36,0.05555555555555555,jordi paulina,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Luiz Henrique,Brazil,2,1.7,0,0,2,2024-10-15,1.0,39,0.05128205128205128,luiz henrique,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Khojimat Erkinov,Uzbekistan,2,1.7,0,0,2,2025-03-25,1.0,44,0.045454545454545456,khojimat erkinov,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Ricardo Horta,Portugal,2,1.7,0,0,2,2023-11-19,1.0,41,0.04878048780487805,ricardo horta,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Mohammed Salisu,Ghana,2,1.7,0,0,2,2025-10-08,1.0,39,0.05128205128205128,mohammed salisu,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Marcus Thuram,France,2,1.7,0,0,2,2023-11-18,1.0,42,0.047619047619047616,marcus thuram,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Salem Al-Dawsari,Saudi Arabia,2,1.7,0,0,2,2025-03-20,1.0,58,0.034482758620689655,salem aldawsari,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Lyndon Dykes,Scotland,2,1.7,0,0,2,2025-10-09,1.0,39,0.05128205128205128,lyndon dykes,0.255,0.6375,0.51,78.0,0.09821428571428573,2026
Ollie Watkins,England,2,1.6,0,1,2,2024-11-14,1.0,42,0.047619047619047616,ollie watkins,0.24,0.6,0.48,78.0,0.09419642857142857,2026
Lukáš Červ,Czechia,2,1.45,0,0,2,2025-09-05,1.0,40,0.05,lukas cerv,0.2175,0.54375,0.435,78.0,0.08816964285714288,2026
Noa Lang,Netherlands,2,1.45,0,0,2,2025-06-10,1.0,42,0.047619047619047616,noa lang,0.2175,0.54375,0.435,78.0,0.08816964285714288,2026
Rafael Leão,Portugal,2,1.45,0,0,2,2024-11-15,1.0,41,0.04878048780487805,rafael leao,0.2175,0.54375,0.435,78.0,0.08816964285714288,2026
Teun Koopmeiners,Netherlands,2,1.45,0,0,2,2024-11-16,1.0,42,0.047619047619047616,teun koopmeiners,0.2175,0.54375,0.435,78.0,0.08816964285714288,2026
Álex Baena,Spain,2,1.45,0,0,2,2024-10-15,1.0,43,0.046511627906976744,alex baena,0.2175,0.54375,0.435,78.0,0.08816964285714288,2026
Trent Alexander-Arnold,England,2,1.45,0,0,2,2024-10-13,1.0,42,0.047619047619047616,trent alexanderarnold,0.2175,0.54375,0.435,78.0,0.08816964285714288,2026
İrfan Can Kahveci,Türkiye,2,1.45,0,0,2,2025-10-11,1.0,41,0.04878048780487805,irfan can kahveci,0.2175,0.54375,0.435,78.0,0.08816964285714288,2026
Joško Gvardiol,Croatia,2,1.45,0,0,2,2025-11-14,1.0,39,0.05128205128205128,josko gvardiol,0.2175,0.54375,0.435,78.0,0.08816964285714288,2026
Orkun Kökçü,Türkiye,2,1.45,0,0,2,2025-03-20,1.0,41,0.04878048780487805,orkun kokcu,0.2175,0.54375,0.435,78.0,0.08816964285714288,2026
Abdülkerim Bardakcı,Türkiye,2,1.45,0,0,2,2025-03-23,1.0,41,0.04878048780487805,abdulkerim bardakc,0.2175,0.54375,0.435,78.0,0.08816964285714288,2026
Anthony Gordon,England,2,1.45,0,0,2,2025-10-14,1.0,42,0.047619047619047616,anthony gordon,0.2175,0.54375,0.435,78.0,0.08816964285714288,2026
Yasin Ayari,Sweden,2,1.45,0,0,2,2025-09-05,1.0,40,0.05,yasin ayari,0.2175,0.54375,0.435,78.0,0.08816964285714288,2026
Martin Zubimendi,Spain,2,1.45,0,0,2,2025-11-15,1.0,43,0.046511627906976744,martin zubimendi,0.2175,0.54375,0.435,78.0,0.08816964285714288,2026
Felix Horn Myhre,Norway,2,1.45,0,0,2,2025-09-09,1.0,36,0.05555555555555555,felix horn myhre,0.2175,0.54375,0.435,78.0,0.08816964285714288,2026
Adam Hložek,Czechia,2,1.45,0,0,2,2025-06-06,1.0,40,0.05,adam hlozek,0.2175,0.54375,0.435,78.0,0.08816964285714288,2026
Christopher Nkunku,France,2,1.45,0,0,2,2025-10-13,1.0,42,0.047619047619047616,christopher nkunku,0.2175,0.54375,0.435,78.0,0.08816964285714288,2026
Firas Chaouat,Tunisia,2,1.35,0,0,2,2026-01-03,1.0,48,0.041666666666666664,firas chaouat,0.2025,0.5062500000000001,0.405,78.0,0.08415178571428572,2026
Oumar Diakité,Ivory Coast,2,1.35,0,0,2,2025-10-10,1.0,47,0.0425531914893617,oumar diakite,0.2025,0.5062500000000001,0.405,78.0,0.08415178571428572,2026
Percy Tau,South Africa,2,1.35,1,0,2,2024-01-21,1.0,51,0.0392156862745098,percy tau,0.2025,0.5062500000000001,0.405,78.0,0.08415178571428572,2026
Ismaël Gharbi,Tunisia,2,1.35,1,0,2,2025-12-30,1.0,48,0.041666666666666664,ismael gharbi,0.2025,0.5062500000000001,0.405,78.0,0.08415178571428572,2026
Farès Chaïbi,Algeria,2,1.35,0,0,2,2025-12-31,1.0,51,0.0392156862745098,fares chaibi,0.2025,0.5062500000000001,0.405,78.0,0.08415178571428572,2026
Nathanaël Mbuku,Congo DR,2,1.35,0,0,2,2025-12-30,1.0,47,0.0425531914893617,nathanael mbuku,0.2025,0.5062500000000001,0.405,78.0,0.08415178571428572,2026
Chancel Mbemba,Congo DR,2,1.35,0,0,2,2025-11-13,1.0,47,0.0425531914893617,chancel mbemba,0.2025,0.5062500000000001,0.405,78.0,0.08415178571428572,2026
Hamza Rafia,Tunisia,2,1.35,0,0,2,2024-01-20,1.0,48,0.041666666666666664,hamza rafia,0.2025,0.5062500000000001,0.405,78.0,0.08415178571428572,2026
Ali Abdi,Tunisia,2,1.35,2,0,2,2025-12-27,1.0,48,0.041666666666666664,ali abdi,0.2025,0.5062500000000001,0.405,78.0,0.08415178571428572,2026
Sebastian Nanasi,Sweden,2,1.2,0,0,1,2024-10-14,2.0,40,0.05,sebastian nanasi,0.18,0.44999999999999996,0.36,78.0,0.07812500000000001,2026
Yeremy Pino,Spain,2,1.2,0,0,2,2024-11-18,1.0,43,0.046511627906976744,yeremy pino,0.18,0.44999999999999996,0.36,78.0,0.07812500000000001,2026
Jack Grealish,England,2,1.2,0,0,2,2024-10-13,1.0,42,0.047619047619047616,jack grealish,0.18,0.44999999999999996,0.36,78.0,0.07812500000000001,2026
Francisco Trincão,Portugal,2,1.2,0,0,1,2025-03-23,2.0,41,0.04878048780487805,francisco trincao,0.18,0.44999999999999996,0.36,78.0,0.07812500000000001,2026
Ali Al-Bulaihi,Saudi Arabia,1,1.0,0,1,1,2024-01-16,1.0,58,0.017241379310344827,ali albulaihi,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Junior Hoilett,Canada,1,1.0,1,1,1,2023-07-04,1.0,45,0.022222222222222223,junior hoilett,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Liam Millar,Canada,1,1.0,0,1,1,2023-07-04,1.0,45,0.022222222222222223,liam millar,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Tani Oluwaseyi,Canada,1,1.0,0,1,1,2025-06-17,1.0,45,0.022222222222222223,tani oluwaseyi,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Alexis Vega,Mexico,1,1.0,0,1,1,2025-06-28,1.0,60,0.016666666666666666,alexis vega,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Teboho Mokoena,South Africa,2,1.0,1,0,2,2024-02-07,1.0,51,0.0392156862745098,teboho mokoena,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Facundo Pellistri,Uruguay,1,1.0,0,1,1,2024-06-27,1.0,42,0.023809523809523808,facundo pellistri,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Jayden Nelson,Canada,1,1.0,0,1,1,2023-07-04,1.0,45,0.022222222222222223,jayden nelson,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Ismaël Koné,Canada,1,1.0,0,1,1,2024-07-13,1.0,45,0.022222222222222223,ismael kone,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Dani Carvajal,Spain,1,1.0,0,1,1,2024-06-15,1.0,43,0.023255813953488372,dani carvajal,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Steven Vitória,Canada,1,1.0,1,1,1,2023-07-09,1.0,45,0.022222222222222223,steven vitoria,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Jeremy Sarmiento,Ecuador,1,1.0,0,1,1,2024-06-22,1.0,41,0.024390243902439025,jeremy sarmiento,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Karim Ansarifard,Iran,1,1.0,0,1,1,2024-01-14,1.0,42,0.023809523809523808,karim ansarifard,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Stefan de Vrij,Netherlands,1,1.0,0,1,1,2024-07-06,1.0,42,0.023809523809523808,stefan de vrij,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Iván Anderson,Panama,1,1.0,0,1,1,2023-07-12,1.0,57,0.017543859649122806,ivan anderson,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Ibrahim Maza,Algeria,2,1.0,0,0,2,2025-12-31,1.0,51,0.0392156862745098,ibrahim maza,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Kwadwo Duah,Switzerland,1,1.0,0,1,1,2024-06-15,1.0,41,0.024390243902439025,kwadwo duah,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Sávio,Brazil,1,1.0,0,1,1,2024-06-28,1.0,39,0.02564102564102564,savio,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Shojae Khalilzadeh,Iran,1,1.0,0,1,1,2024-01-14,1.0,42,0.023809523809523808,shojae khalilzadeh,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Lisandro Martínez,Argentina,1,1.0,0,1,1,2024-07-04,1.0,40,0.025,lisandro martinez,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Lucas Cavallini,Canada,1,1.0,0,1,1,2023-06-27,1.0,45,0.022222222222222223,lucas cavallini,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Cole Palmer,England,1,1.0,0,1,1,2024-07-14,1.0,42,0.023809523809523808,cole palmer,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Samet Akaydin,Türkiye,1,1.0,0,1,1,2024-07-06,1.0,41,0.024390243902439025,samet akaydin,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Luis Suárez,Uruguay,1,1.0,0,1,1,2024-07-13,1.0,42,0.023809523809523808,luis suarez,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Jordan Bos,Australia,1,1.0,0,1,1,2024-01-13,1.0,40,0.025,jordan bos,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Richard Ríos,Colombia,1,1.0,0,1,1,2024-07-06,1.0,44,0.022727272727272728,richard rios,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Emre Can,Germany,1,1.0,0,1,1,2024-06-14,1.0,42,0.023809523809523808,emre can,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Wataru Endō,Japan,1,1.0,0,1,1,2024-01-19,1.0,41,0.024390243902439025,wataru endo,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Faisal Al-Ghamdi,Saudi Arabia,1,1.0,0,1,1,2024-01-21,1.0,58,0.017241379310344827,faisal alghamdi,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Jassem Gaber,Qatar,1,1.0,0,1,1,2024-02-07,1.0,52,0.019230769230769232,jassem gaber,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Jonathan Osorio,Canada,1,1.0,0,1,1,2023-07-04,1.0,45,0.022222222222222223,jonathan osorio,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Jeong Woo-yeong,South Korea,1,1.0,0,1,1,2024-01-25,1.0,44,0.022727272727272728,jeong wooyeong,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Promise David,Canada,1,1.0,0,1,1,2025-06-17,1.0,45,0.022222222222222223,promise david,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Haji Wright,United States,1,1.0,0,1,1,2025-06-15,1.0,56,0.017857142857142856,haji wright,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Abdoulaye Seck,Senegal,2,1.0,0,0,2,2025-12-30,1.0,47,0.0425531914893617,abdoulaye seck,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Gerardo Arteaga,Mexico,1,1.0,0,1,1,2024-06-22,1.0,60,0.016666666666666666,gerardo arteaga,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Nizar Al-Rashdan,Jordan,1,1.0,0,1,1,2024-01-29,1.0,53,0.018867924528301886,nizar alrashdan,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Gaël Kakuta,Congo DR,2,1.0,1,0,1,2025-12-30,2.0,47,0.0425531914893617,gael kakuta,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Érick Sánchez,Mexico,1,1.0,0,1,1,2023-07-08,1.0,60,0.016666666666666666,erick sanchez,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Christian Pulisic,United States,1,1.0,0,1,1,2024-06-23,1.0,56,0.017857142857142856,christian pulisic,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Odiljon Hamrobekov,Uzbekistan,1,1.0,0,1,1,2024-02-03,1.0,44,0.022727272727272728,odiljon hamrobekov,0.15,0.375,0.3,78.0,0.07008928571428572,2026
İlkay Gündoğan,Germany,1,1.0,0,1,1,2024-06-19,1.0,42,0.023809523809523808,ilkay gundogan,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Niko Sigur,Canada,1,1.0,0,1,1,2025-06-17,1.0,45,0.022222222222222223,niko sigur,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Hwang In-beom,South Korea,1,1.0,0,1,1,2024-01-15,1.0,44,0.022727272727272728,hwang inbeom,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Hazem Shehata,Qatar,1,1.0,0,1,1,2023-07-02,1.0,52,0.019230769230769232,hazem shehata,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Mohamed Kanno,Saudi Arabia,1,1.0,0,1,1,2024-01-21,1.0,58,0.017241379310344827,mohamed kanno,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Brenden Aaronson,United States,1,1.0,0,1,1,2025-06-15,1.0,56,0.017857142857142856,brenden aaronson,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Gernot Trauner,Austria,1,1.0,0,1,1,2024-06-21,1.0,40,0.025,gernot trauner,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Bazoumana Touré,Ivory Coast,2,1.0,0,0,2,2026-01-06,1.0,47,0.0425531914893617,bazoumana toure,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Max Mata,New Zealand,2,1.0,0,0,2,2024-06-30,1.0,35,0.05714285714285714,max mata,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Rebin Sulaka,Iraq,1,1.0,0,1,1,2024-01-24,1.0,50,0.02,rebin sulaka,0.15,0.375,0.3,78.0,0.07008928571428572,2026
